NHL_GP_Greater_Than_0,Nationality,PIMs_Per_Game_in_Draft_Year,Goals_Per_Game_in_Draft_Year,Assists_Per_Game_in_Draft_Year,Player_Size_in_Draft_Year,Playoffs_in_Draft_Year,Position_in_Draft_Year
no,USA,0.898305085,0.372881356,0.406779661,279,Yes,C
yes,USA,0.9,0.1,0.15,273,No,D
yes,CAN,0.9,0.2,0.325,228,No,C
yes,CAN,0.9,0.357142857,0.5,276,No,C
no,CAN,0.901639344,0.393442623,0.31147541,268,Yes,W
no,EURO,0.901960784,0.37254902,0.764705882,260,Yes,C
no,CAN,0.902777778,0.263888889,0.194444444,275,Yes,C
no,EURO,0.903225806,0.225806452,0.096774194,255,No,C
no,EURO,0.903225806,0.161290323,0.161290323,276,No,W
no,EURO,0.903225806,0.483870968,0.419354839,271,Yes,W
yes,EURO,0.903225806,0.35483871,0.677419355,256,No,D
yes,EURO,0.903846154,0.596153846,0.615384615,259,Yes,W
yes,EURO,0.904761905,0.452380952,0.595238095,255,No,C
no,CAN,0.904761905,0.261904762,0.80952381,256,No,W
no,EURO,0.906976744,0.23255814,0.325581395,263,Yes,W
yes,EURO,0.909090909,0.227272727,0.159090909,283,No,C
no,USA,0.909090909,0.424242424,0.242424242,272,Yes,C
no,CAN,0.909090909,0.424242424,0.515151515,259,No,W
yes,EURO,0.909090909,0.649350649,1.324675325,238,Yes,C
yes,CAN,0.910714286,0.571428571,0.5,270,Yes,C
yes,USA,0.911764706,0.279411765,0.485294118,268,Yes,W
no,USA,0.911764706,0.088235294,0.588235294,277,Yes,D
yes,CAN,0.913580247,0.283950617,0.271604938,262,Yes,D
no,USA,0.914285714,0.2,0.314285714,279,Yes,W
no,CAN,0.915492958,0.295774648,0.126760563,273,Yes,C
no,USA,0.915492958,0.028169014,0.197183099,270,Yes,D
no,EURO,0.915492958,0.366197183,0.985915493,254,Yes,C
no,CAN,0.916666667,0.316666667,0.5,285,Yes,W
yes,CAN,0.918918919,0.27027027,0.324324324,271,No,W
no,EURO,0.920634921,0.095238095,0.047619048,293,No,D
no,USA,0.920634921,0.317460317,0.587301587,266,No,W
yes,EURO,0.923076923,0.153846154,0.288461538,267,Yes,W
no,EURO,0.923076923,0.307692308,0.403846154,279,No,W
yes,EURO,0.923076923,0.384615385,0.423076923,293,Yes,W
yes,EURO,0.923076923,0.884615385,0.596153846,299,Yes,C
no,EURO,0.924242424,0.454545455,0.287878788,278,Yes,C
yes,EURO,0.927536232,0.565217391,0.927536232,256,Yes,C
no,EURO,0.928571429,0.428571429,0.380952381,258,No,W
yes,CAN,0.928571429,0.160714286,0.410714286,268,Yes,D
yes,CAN,0.933333333,0.266666667,0.266666667,265,Yes,W
no,EURO,0.933333333,0.12,0.36,275,No,D
no,EURO,0.9375,0,0.125,285,No,D
yes,EURO,0.938461538,0.523076923,0.430769231,289,Yes,C
no,CAN,0.940298507,0.298507463,0.791044776,277,Yes,C
yes,EURO,0.941176471,0.029411765,0.058823529,306,Yes,D
yes,CAN,0.941176471,0.058823529,0.098039216,297,Yes,D
yes,CAN,0.941176471,0.191176471,0.323529412,281,Yes,D
yes,EURO,0.941176471,0.205882353,0.441176471,256,Yes,D
no,USA,0.942307692,0.25,0.307692308,266,Yes,W
yes,CAN,0.942857143,0.228571429,0.542857143,264,No,W
no,USA,0.945454545,0.054545455,0.127272727,295,Yes,D
yes,CAN,0.945454545,0.090909091,0.127272727,264,No,D
yes,EURO,0.946428571,0.125,0.196428571,281,Yes,D
no,EURO,0.947368421,0.473684211,0.973684211,271,Yes,W
yes,USA,0.948717949,0,0.230769231,297,No,D
no,CAN,0.949152542,0.06779661,0.13559322,309,No,D
no,EURO,0.95,0.075,0.2,295,No,D
yes,EURO,0.95,0.1,0.25,257,No,D
yes,EURO,0.95,1.25,1.3,255,No,W
no,EURO,0.950819672,0.196721311,0.426229508,282,Yes,D
no,USA,0.951612903,0.193548387,0.435483871,275,Yes,D
no,CAN,0.952380952,0.214285714,0.357142857,285,No,D
yes,CAN,0.953846154,0.261538462,0.230769231,270,Yes,W
no,EURO,0.953846154,0.138461538,0.415384615,299,Yes,W
no,USA,0.954545455,0.454545455,0.833333333,254,Yes,C
no,EURO,0.955882353,0.088235294,0.382352941,279,Yes,D
no,EURO,0.956521739,0.260869565,0.173913043,287,No,D
no,EURO,0.956521739,0.782608696,0.898550725,275,Yes,W
no,USA,0.958333333,0,0.166666667,334,No,D
no,CAN,0.958333333,0.125,0.1875,258,Yes,D
yes,EURO,0.958333333,0.229166667,0.291666667,275,No,D
yes,CAN,0.958333333,0.3125,0.354166667,250,Yes,W
yes,CAN,0.958333333,0.25,0.416666667,269,No,C
yes,USA,0.95890411,0.246575342,0.424657534,280,Yes,W
no,EURO,0.961538462,0.230769231,0.25,277,Yes,D
yes,USA,0.961538462,0.403846154,0.711538462,253,Yes,C
yes,USA,0.962962963,0.444444444,0.888888889,255,No,C
no,CAN,0.964285714,0.071428571,0.160714286,260,Yes,D
no,CAN,0.967213115,0.049180328,0.245901639,293,Yes,D
no,EURO,0.96875,0.484375,0.390625,288,Yes,C
no,CAN,0.96875,0.484375,0.703125,279,Yes,W
no,CAN,0.969230769,0.092307692,0.384615385,263,Yes,D
no,EURO,0.96969697,0.151515152,0.242424242,292,No,W
yes,EURO,0.96969697,0.333333333,0.484848485,310,Yes,W
no,CAN,0.970149254,0.358208955,0.358208955,261,Yes,C
yes,EURO,0.970588235,0.647058824,0.544117647,264,Yes,W
yes,CAN,0.970588235,0.397058824,0.558823529,275,Yes,W
no,CAN,0.971014493,0.391304348,0.304347826,236,Yes,C
yes,EURO,0.971428571,0.314285714,0.514285714,273,Yes,C
no,CAN,0.974358974,0.512820513,0.512820513,264,Yes,W
yes,EURO,0.975609756,0.048780488,0.195121951,269,Yes,D
no,CAN,0.97826087,0.630434783,0.195652174,274,Yes,W
yes,CAN,0.978723404,0.446808511,0.425531915,271,No,C
no,EURO,0.978723404,0.872340426,1.085106383,240,Yes,C
yes,CAN,0.979591837,0.632653061,0.897959184,239,Yes,C
no,EURO,0.980769231,0.096153846,0.192307692,275,Yes,W
yes,EURO,0.981481481,0.407407407,0.259259259,262,Yes,C
yes,EURO,0.981818182,0.145454545,0.2,258,No,W
no,EURO,0.983050847,0.118644068,0.13559322,282,Yes,D
yes,EURO,0.983333333,0.35,0.316666667,304,Yes,C
no,EURO,0.983606557,0.196721311,0.344262295,260,No,D
yes,EURO,0.984126984,0.206349206,0.158730159,290,Yes,W
no,CAN,0.984375,0.25,0.34375,282,Yes,C
yes,EURO,0.984848485,0.363636364,0.378787879,289,Yes,C
yes,EURO,0.985074627,0.044776119,0.28358209,275,Yes,D
yes,EURO,0.985074627,0.358208955,0.447761194,295,No,W
no,USA,0.985074627,0.298507463,0.686567164,272,Yes,D
no,USA,0.985294118,0.088235294,0.397058824,283,Yes,D
yes,CAN,0.985294118,0.529411765,0.941176471,257,Yes,W
no,EURO,0.985714286,0.385714286,0.485714286,262,Yes,C
no,CAN,1,0.086956522,0.065217391,291,Yes,D
no,USA,1,0.162790698,0.11627907,263,Yes,W
no,EURO,1,0.111111111,0.133333333,261,Yes,D
yes,CAN,1,0.068181818,0.136363636,300,Yes,D
no,EURO,1,0.114285714,0.157142857,272,Yes,W
no,CAN,1,0.081967213,0.180327869,290,Yes,D
yes,CAN,1,0.295454545,0.227272727,292,No,W
no,CAN,1,0.653846154,0.230769231,253,Yes,W
yes,CAN,1,0.044117647,0.235294118,285,Yes,D
yes,CAN,1,0,0.24,301,Yes,D
no,EURO,1,0.233333333,0.266666667,285,Yes,W
yes,CAN,1,0.222222222,0.277777778,296,No,C
yes,EURO,1,0.1875,0.3125,277,No,W
yes,EURO,1,0.357142857,0.357142857,289,No,W
no,CAN,1,0.206896552,0.379310345,277,Yes,W
yes,USA,1,0.090909091,0.409090909,278,Yes,D
yes,CAN,1,0.176470588,0.411764706,275,Yes,D
no,CAN,1,0.353846154,0.415384615,288,Yes,C
no,CAN,1,0.4,0.418181818,244,Yes,W
yes,USA,1,0.730769231,0.423076923,284,No,W
no,CAN,1,0.323529412,0.470588235,278,No,C
yes,EURO,1,0.532258065,0.483870968,315,Yes,W
no,EURO,1,0.21875,0.484375,281,No,D
no,EURO,1,0,0.5,269,No,D
no,CAN,1,0.218181818,0.509090909,265,Yes,C
no,CAN,1,0.616666667,0.516666667,280,No,W
no,CAN,1,0.428571429,0.553571429,250,Yes,W
yes,CAN,1,0.213114754,0.62295082,257,No,D
no,CAN,1,0.314285714,0.642857143,251,Yes,C
no,CAN,1,0.557692308,0.673076923,287,Yes,C
yes,CAN,1,0.660714286,0.678571429,292,Yes,W
no,USA,1,0.433333333,0.783333333,266,Yes,C
yes,EURO,1,0.416666667,1.083333333,305,No,D
yes,CAN,1,0.857142857,1.321428571,259,No,W
yes,USA,1,0.730769231,1.423076923,261,No,C
no,CAN,1.013333333,0.426666667,0.653333333,260,No,W
no,EURO,1.01369863,0.410958904,0.315068493,268,Yes,C
no,CAN,1.013888889,0.416666667,0.444444444,287,Yes,C
no,EURO,1.014084507,0.309859155,0.394366197,277,No,C
no,CAN,1.014492754,0.173913043,0.275362319,258,Yes,D
yes,CAN,1.014705882,0.235294118,0.132352941,297,Yes,W
no,CAN,1.014705882,0.411764706,0.588235294,296,Yes,C
no,CAN,1.014925373,0.388059701,0.28358209,299,Yes,W
no,EURO,1.015151515,0.136363636,0.333333333,277,Yes,D
no,EURO,1.015873016,0.015873016,0.063492063,251,Yes,W
yes,EURO,1.016393443,0.262295082,0.37704918,254,No,W
yes,CAN,1.016393443,0.360655738,0.442622951,276,Yes,W
yes,CAN,1.016949153,0.271186441,0.406779661,270,Yes,C
no,CAN,1.016949153,0.13559322,0.474576271,311,Yes,D
no,EURO,1.018181818,0.072727273,0.127272727,279,Yes,D
yes,CAN,1.02,0.24,0.56,259,No,D
yes,CAN,1.020408163,0.040816327,0.06122449,306,No,D
yes,CAN,1.021276596,0,0.085106383,323,Yes,D
no,USA,1.022222222,0.133333333,0.422222222,273,Yes,W
no,EURO,1.023255814,0.11627907,0.348837209,292,No,D
yes,USA,1.024390244,0.146341463,0.268292683,289,No,D
no,CAN,1.025641026,0.076923077,0.128205128,283,No,D
yes,USA,1.025641026,0.282051282,0.641025641,278,No,W
yes,CAN,1.027027027,0.378378378,0.162162162,289,Yes,W
yes,USA,1.027777778,0.375,0.569444444,298,Yes,C
yes,EURO,1.027777778,0.888888889,1.097222222,256,No,W
yes,CAN,1.027777778,0.819444444,1.111111111,266,Yes,C
no,CAN,1.028169014,0.084507042,0.211267606,279,Yes,C
no,CAN,1.028571429,0.085714286,0.371428571,258,No,D
yes,CAN,1.028571429,0.3,0.4,280,Yes,C
no,CAN,1.028571429,0.514285714,0.428571429,281,Yes,C
no,EURO,1.028571429,0.428571429,0.542857143,294,Yes,C
no,EURO,1.029411765,0.132352941,0.602941176,261,Yes,D
no,EURO,1.029850746,0.641791045,1.208955224,241,Yes,C
yes,EURO,1.03030303,0.181818182,0.515151515,273,No,D
yes,EURO,1.03125,0.46875,0.21875,284,No,W
no,EURO,1.032258065,0.112903226,0.306451613,279,No,D
no,EURO,1.032786885,0.524590164,0.852459016,281,Yes,W
no,CAN,1.033333333,0.283333333,0.783333333,315,No,D
no,CAN,1.034482759,0.137931034,0.172413793,282,No,C
yes,CAN,1.034482759,0.068965517,0.25862069,276,Yes,D
no,CAN,1.034482759,0.471264368,0.620689655,278,Yes,W
yes,USA,1.035714286,0.232142857,0.714285714,249,Yes,C
yes,CAN,1.036363636,0.036363636,0.218181818,259,No,D
yes,CAN,1.04109589,0.328767123,0.547945205,295,No,W
no,CAN,1.041666667,0.166666667,0.270833333,288,No,C
no,CAN,1.042857143,0.3,0.242857143,256,Yes,C
no,USA,1.044444444,0.088888889,0.044444444,281,Yes,C
no,CAN,1.044444444,0.044444444,0.088888889,272,No,W
no,CAN,1.046153846,0.2,0.630769231,268,Yes,D
no,CAN,1.047619048,0.047619048,0.142857143,279,No,C
no,EURO,1.047619048,0.095238095,0.571428571,289,No,D
no,CAN,1.047619048,0.952380952,1.142857143,261,No,C
no,EURO,1.048387097,0.064516129,0.112903226,292,Yes,D
no,USA,1.05,0,0.133333333,264,No,D
no,EURO,1.05,0.3,0.425,257,No,C
no,CAN,1.05,0.6,0.775,257,Yes,W
yes,EURO,1.051724138,0.672413793,0.931034483,270,Yes,C
no,CAN,1.055555556,0.180555556,0.194444444,290,Yes,W
yes,CAN,1.055555556,0.097222222,0.208333333,269,Yes,W
no,CAN,1.055555556,0.240740741,0.648148148,265,Yes,D
no,CAN,1.056603774,0.716981132,0.641509434,246,No,W
no,USA,1.057971014,0.072463768,0.188405797,287,Yes,D
no,EURO,1.057971014,0.637681159,0.855072464,259,Yes,C
no,EURO,1.058823529,0.029411765,0.191176471,281,Yes,D
no,EURO,1.058823529,0.220588235,0.411764706,273,No,C
yes,CAN,1.058823529,0.352941176,0.441176471,273,No,W
yes,CAN,1.058823529,0.455882353,0.470588235,278,Yes,W
yes,CAN,1.06,0.22,0.1,277,Yes,W
no,EURO,1.061538462,0.446153846,0.4,252,No,W
no,USA,1.0625,0.46875,0.1875,282,No,W
no,EURO,1.0625,0.1875,0.354166667,270,No,C
no,EURO,1.063492063,0.031746032,0.19047619,297,Yes,D
yes,USA,1.063829787,0.042553191,0.063829787,287,Yes,D
no,CAN,1.063829787,0.212765957,0.617021277,255,Yes,W
yes,CAN,1.064935065,0.064935065,0.415584416,301,Yes,D
yes,EURO,1.066666667,0.133333333,0.133333333,274,No,W
yes,EURO,1.066666667,0.088888889,0.311111111,286,No,D
yes,EURO,1.070175439,0.245614035,0.561403509,258,Yes,W
no,USA,1.070422535,0.126760563,0.253521127,261,Yes,D
yes,EURO,1.070422535,0.394366197,0.591549296,261,Yes,C
yes,CAN,1.071428571,0.267857143,0.267857143,280,Yes,W
no,USA,1.071428571,0.089285714,0.5,261,No,D
yes,CAN,1.071428571,0.157142857,0.5,280,No,D
no,CAN,1.071428571,0.089285714,0.535714286,263,No,D
yes,CAN,1.071428571,0.557142857,0.628571429,272,Yes,W
no,CAN,1.073170732,0.048780488,0.12195122,278,Yes,D
no,CAN,1.073529412,0.058823529,0.382352941,255,Yes,D
no,EURO,1.073529412,0.529411765,0.661764706,248,Yes,C
no,CAN,1.074074074,0.111111111,0.166666667,267,Yes,D
yes,CAN,1.075471698,0.226415094,0.320754717,290,Yes,W
no,CAN,1.076923077,0.184615385,0.292307692,292,No,D
yes,CAN,1.078125,0,0.265625,283,No,D
yes,EURO,1.08,0.22,0.2,295,Yes,W
no,USA,1.081081081,0,0.054054054,284,No,D
yes,CAN,1.081081081,0.945945946,1.486486486,247,No,C
yes,CAN,1.083333333,0.083333333,0.133333333,283,Yes,D
no,CAN,1.083333333,0.666666667,0.569444444,265,Yes,W
yes,EURO,1.083333333,0.625,1.458333333,273,No,D
no,CAN,1.085714286,0.028571429,0.028571429,267,Yes,D
yes,CAN,1.085714286,0.442857143,0.414285714,267,Yes,W
no,EURO,1.086206897,0.103448276,0.465517241,278,Yes,D
yes,USA,1.087719298,0.228070175,0.263157895,284,Yes,D
yes,CAN,1.088235294,0.323529412,0.955882353,252,Yes,C
no,CAN,1.090909091,0.303030303,0.363636364,298,Yes,W
yes,EURO,1.090909091,0.454545455,0.393939394,271,Yes,D
no,CAN,1.090909091,0.290909091,0.636363636,272,No,W
no,EURO,1.092105263,0.039473684,0.184210526,273,Yes,D
yes,CAN,1.095238095,0.333333333,0.30952381,268,No,W
yes,CAN,1.096774194,0.129032258,0.177419355,292,No,W
yes,EURO,1.096774194,1.35483871,1.290322581,272,No,W
no,CAN,1.097222222,0.236111111,0.166666667,274,Yes,W
yes,CAN,1.097222222,0.333333333,0.194444444,250,Yes,W
yes,CAN,1.098039216,0.352941176,0.352941176,259,Yes,W
yes,CAN,1.1,0.033333333,0.116666667,279,Yes,D
yes,CAN,1.1,0.183333333,0.45,245,Yes,D
yes,EURO,1.1,0.416666667,0.483333333,242,Yes,C
no,EURO,1.1,0.75,0.8,245,No,W
yes,CAN,1.1,0.5,0.85,289,Yes,C
yes,CAN,1.101694915,0.576271186,1.423728814,267,No,W
yes,EURO,1.102564103,0.153846154,0.307692308,276,No,C
yes,USA,1.102564103,0.384615385,0.666666667,286,Yes,D
no,EURO,1.103448276,0.034482759,0.068965517,279,No,D
no,EURO,1.103448276,0.086206897,0.431034483,275,Yes,D
no,CAN,1.104477612,0.432835821,0.432835821,263,Yes,C
no,EURO,1.105263158,0,0.078947368,291,No,D
no,USA,1.106060606,0.045454545,0.121212121,275,Yes,D
yes,EURO,1.107142857,0.053571429,0.107142857,289,No,D
no,CAN,1.107142857,0.392857143,0.803571429,259,Yes,W
yes,EURO,1.111111111,0.166666667,0.097222222,299,Yes,D
yes,CAN,1.111111111,0.066666667,0.155555556,269,Yes,D
yes,CAN,1.111111111,0.088888889,0.155555556,275,Yes,D
no,CAN,1.111111111,0.694444444,0.277777778,285,No,C
no,EURO,1.114285714,0.085714286,0.342857143,255,No,W
yes,EURO,1.115384615,0.673076923,0.653846154,263,No,C
no,CAN,1.115942029,0.260869565,0.333333333,266,Yes,W
no,CAN,1.117647059,0,0.058823529,294,No,D
yes,CAN,1.117647059,0.078431373,0.156862745,289,Yes,W
yes,USA,1.117647059,0.352941176,0.294117647,255,No,W
yes,CAN,1.117647059,0.382352941,0.411764706,270,No,W
yes,CAN,1.117647059,0.323529412,0.470588235,290,No,C
yes,USA,1.117647059,0.279411765,0.558823529,251,Yes,W
yes,CAN,1.117647059,0.529411765,0.558823529,277,No,W
yes,EURO,1.118644068,0.372881356,0.711864407,261,Yes,C
no,EURO,1.12,0.54,0.62,290,Yes,W
no,CAN,1.121212121,0.106060606,0.212121212,276,Yes,D
no,CAN,1.12195122,0.097560976,0.317073171,285,No,D
yes,CAN,1.123076923,0.153846154,0.707692308,267,Yes,D
yes,CAN,1.125,0.333333333,0.305555556,275,No,C
yes,EURO,1.125,0,0.458333333,290,No,D
yes,USA,1.125,0.791666667,0.597222222,261,Yes,W
no,EURO,1.125,0.71875,0.875,284,Yes,C
no,CAN,1.126760563,0.436619718,0.732394366,304,Yes,W
yes,CAN,1.127272727,0,0.090909091,288,Yes,D
no,CAN,1.128205128,0.038461538,0.333333333,275,Yes,D
no,EURO,1.128571429,0.357142857,0.314285714,266,Yes,C
yes,CAN,1.12962963,0.296296296,0.444444444,258,Yes,W
yes,EURO,1.130434783,0.057971014,0.086956522,307,No,D
no,EURO,1.132075472,0.283018868,0.358490566,309,Yes,W
no,USA,1.134615385,0.25,0.711538462,271,No,C
yes,CAN,1.135135135,0.054054054,0.216216216,261,No,D
yes,USA,1.135802469,0.098765432,0.432098765,279,Yes,D
yes,CAN,1.136363636,0.022727273,0.204545455,270,Yes,D
no,CAN,1.136363636,0.621212121,0.333333333,279,Yes,C
no,EURO,1.136363636,0.075757576,0.46969697,267,Yes,D
no,CAN,1.136363636,0.454545455,0.545454545,264,Yes,C
no,CAN,1.137254902,1.098039216,0.745098039,295,No,W
no,CAN,1.138888889,0.277777778,0.625,289,Yes,D
no,CAN,1.140625,0.34375,0.25,296,Yes,W
no,USA,1.142857143,0.071428571,0,314,Yes,D
yes,CAN,1.142857143,0.380952381,0.380952381,269,No,C
no,EURO,1.144927536,0.217391304,0.376811594,271,Yes,W
no,CAN,1.14516129,0.032258065,0.225806452,276,No,D
no,CAN,1.147058824,0.323529412,0.294117647,284,No,W
no,CAN,1.147058824,0.205882353,0.529411765,290,Yes,C
yes,CAN,1.147540984,0.180327869,0.147540984,298,Yes,D
yes,EURO,1.147540984,0.180327869,0.262295082,280,No,D
no,CAN,1.15,0.383333333,0.566666667,264,Yes,W
no,CAN,1.15,0.525,0.625,280,No,W
yes,CAN,1.150943396,0.490566038,0.811320755,259,Yes,C
no,CAN,1.151515152,0.181818182,0.333333333,261,No,C
no,CAN,1.151515152,0.454545455,0.363636364,260,No,W
no,CAN,1.151515152,0.272727273,0.515151515,279,Yes,C
no,CAN,1.153846154,0.215384615,0.353846154,287,Yes,C
yes,EURO,1.153846154,0.423076923,0.403846154,263,No,C
no,EURO,1.155555556,0.6,0.333333333,262,Yes,W
yes,CAN,1.155844156,0.038961039,0.12987013,266,Yes,D
no,EURO,1.15625,0.0625,0.1875,273,No,D
yes,CAN,1.157894737,0.333333333,0.333333333,281,Yes,W
no,CAN,1.157894737,0.710526316,0.526315789,296,No,W
yes,EURO,1.157894737,0.289473684,0.684210526,265,Yes,D
no,EURO,1.15942029,0.173913043,0.246376812,281,Yes,D
yes,USA,1.16,0.08,0.2,282,Yes,D
no,EURO,1.160714286,0.089285714,0.321428571,295,Yes,D
yes,EURO,1.161764706,0.235294118,0.367647059,289,Yes,D
yes,EURO,1.161764706,0.514705882,0.617647059,265,No,W
no,EURO,1.162790698,0.139534884,0.348837209,272,No,C
yes,CAN,1.163265306,0.285714286,0.408163265,281,No,D
yes,CAN,1.164179104,0.014925373,0.059701493,290,No,D
yes,EURO,1.164179104,0.119402985,0.23880597,279,Yes,D
yes,USA,1.166666667,0.633333333,0.85,263,No,C
yes,CAN,1.166666667,0.5,1.333333333,277,No,D
yes,CAN,1.169230769,0.092307692,0.246153846,263,No,D
no,USA,1.169811321,0.169811321,0.358490566,292,Yes,D
no,CAN,1.169811321,0.20754717,0.377358491,276,No,C
yes,EURO,1.170731707,0.243902439,0.317073171,285,No,D
no,CAN,1.171875,0.140625,0.484375,287,Yes,D
yes,CAN,1.172413793,0.586206897,0.74137931,289,Yes,C
yes,CAN,1.172413793,0.931034483,1.310344828,273,No,D
yes,EURO,1.173076923,0.173076923,0.326923077,275,Yes,W
yes,CAN,1.173913043,0.333333333,0.710144928,271,Yes,W
yes,CAN,1.175438596,0.894736842,1.035087719,262,No,C
yes,EURO,1.176470588,0.352941176,0.485294118,279,Yes,D
no,USA,1.178571429,0.017857143,0.160714286,297,No,D
no,EURO,1.179104478,0.328358209,0.313432836,295,Yes,C
no,EURO,1.18,0.02,0.32,269,Yes,D
yes,USA,1.181818182,0.068181818,0.204545455,291,Yes,D
no,CAN,1.181818182,0.454545455,0.818181818,288,Yes,C
yes,CAN,1.183673469,0.387755102,1.020408163,259,No,C
yes,CAN,1.186046512,0.11627907,0.139534884,270,No,W
yes,CAN,1.186666667,0.16,0.253333333,267,No,W
yes,EURO,1.186666667,0.213333333,0.466666667,247,No,W
yes,EURO,1.1875,0.546875,0.859375,249,Yes,C
yes,CAN,1.191176471,0.308823529,0.382352941,273,Yes,W
yes,CAN,1.191176471,0.411764706,0.485294118,278,Yes,C
yes,CAN,1.192307692,0.980769231,1.019230769,251,Yes,C
no,EURO,1.194444444,0.555555556,0.777777778,257,No,C
yes,CAN,1.2,0.4,0.333333333,260,No,C
no,CAN,1.2,0.475,0.5,270,Yes,W
no,USA,1.2,0.183333333,0.833333333,303,Yes,D
no,EURO,1.205128205,0.58974359,0.461538462,255,Yes,W
yes,CAN,1.205882353,0.294117647,0.514705882,249,Yes,D
yes,CAN,1.205882353,0.485294118,0.573529412,255,Yes,W
yes,CAN,1.208333333,0.291666667,0.208333333,270,No,W
no,USA,1.208333333,0.180555556,0.680555556,273,Yes,D
yes,CAN,1.208955224,0.641791045,0.552238806,274,Yes,W
yes,CAN,1.209677419,0.096774194,0.14516129,289,Yes,W
yes,EURO,1.210526316,0.210526316,0.333333333,282,Yes,D
no,CAN,1.210526316,0.403508772,0.456140351,283,Yes,W
no,EURO,1.211538462,0,0.038461538,270,Yes,D
yes,CAN,1.212121212,0.090909091,0.03030303,292,No,D
no,CAN,1.213114754,0.557377049,0.868852459,273,Yes,C
yes,CAN,1.214285714,0.19047619,0.119047619,276,No,W
yes,CAN,1.214285714,0.321428571,0.464285714,266,No,W
yes,CAN,1.216216216,0.621621622,0.72972973,254,Yes,C
no,CAN,1.216666667,0.266666667,0.533333333,285,No,D
yes,USA,1.218181818,0.236363636,0.472727273,282,Yes,D
yes,EURO,1.219512195,0.268292683,0.43902439,287,No,D
yes,USA,1.220338983,0.203389831,0.525423729,290,Yes,D
no,CAN,1.220588235,0.426470588,0.544117647,250,Yes,W
yes,EURO,1.222222222,0.277777778,0.194444444,270,No,D
no,CAN,1.225,0.175,0.525,273,No,D
yes,CAN,1.225352113,0.422535211,0.577464789,271,Yes,C
yes,EURO,1.225806452,0.080645161,0.225806452,272,Yes,D
yes,CAN,1.228070175,0.298245614,0.666666667,264,Yes,C
yes,EURO,1.229166667,0.104166667,0.354166667,289,Yes,D
no,CAN,1.229508197,0.360655738,0.31147541,293,Yes,W
no,CAN,1.230769231,0.384615385,0.707692308,267,Yes,C
yes,CAN,1.230769231,0.884615385,1.384615385,265,No,C
yes,USA,1.232142857,0.625,0.714285714,274,Yes,C
no,EURO,1.233333333,0.366666667,0.666666667,291,No,D
yes,EURO,1.234042553,0.042553191,0.106382979,281,No,D
yes,CAN,1.234375,0.109375,0.140625,298,Yes,W
no,CAN,1.235294118,0.141176471,0.211764706,279,Yes,D
no,CAN,1.235294118,0.191176471,0.264705882,275,Yes,W
yes,EURO,1.236363636,0.163636364,0.2,326,Yes,D
yes,USA,1.238095238,0.071428571,0.238095238,293,No,D
yes,CAN,1.23880597,0.253731343,0.23880597,257,No,C
no,CAN,1.24,0.12,0.426666667,301,Yes,D
no,CAN,1.242424242,0.015151515,0.121212121,300,Yes,D
no,EURO,1.242857143,0.1,0.342857143,280,Yes,D
no,EURO,1.243243243,0.594594595,0.621621622,274,No,D
no,EURO,1.244444444,0.355555556,0.488888889,271,Yes,D
no,EURO,1.245283019,0.301886792,0.358490566,249,Yes,W
yes,CAN,1.245283019,0.320754717,0.377358491,297,Yes,C
no,CAN,1.245614035,0.754385965,0.561403509,281,No,C
no,EURO,1.245614035,0.578947368,0.842105263,257,No,W
yes,CAN,1.245901639,0.032786885,0.196721311,279,No,D
yes,EURO,1.246153846,0.092307692,0.153846154,303,No,D
no,CAN,1.246153846,0.276923077,0.276923077,284,No,W
yes,CAN,1.246753247,0.233766234,0.324675325,256,No,C
yes,EURO,1.25,0.041666667,0.083333333,301,No,W
yes,EURO,1.25,0.15625,0.28125,286,No,D
no,CAN,1.253968254,0.031746032,0.095238095,253,Yes,D
no,USA,1.254901961,0.078431373,0.137254902,266,No,D
yes,EURO,1.257142857,0.5,0.6,274,No,W
no,EURO,1.257142857,0.5,0.757142857,261,Yes,W
no,EURO,1.257575758,0.015151515,0.181818182,277,Yes,D
no,CAN,1.257575758,0.333333333,0.727272727,257,Yes,W
yes,CAN,1.25862069,0.396551724,0.448275862,280,Yes,W
yes,CAN,1.259259259,0.296296296,0.37037037,286,Yes,W
yes,USA,1.26,0.2,0.24,270,No,C
no,CAN,1.261538462,0.2,0.446153846,268,No,W
no,EURO,1.264705882,0.176470588,0.147058824,292,Yes,W
no,EURO,1.264705882,0.25,0.382352941,295,No,W
no,EURO,1.265625,0.171875,0.234375,266,Yes,D
yes,USA,1.266666667,0.316666667,0.45,263,No,C
yes,USA,1.266666667,0.7,1.25,264,Yes,W
no,EURO,1.267857143,0.196428571,0.160714286,285,No,W
no,CAN,1.267857143,0.089285714,0.25,267,Yes,D
no,CAN,1.267857143,0.589285714,0.589285714,307,Yes,W
yes,CAN,1.269230769,0.115384615,0.269230769,306,No,D
yes,CAN,1.269230769,0.141025641,0.487179487,268,Yes,D
no,EURO,1.271428571,0.342857143,0.185714286,257,Yes,C
no,EURO,1.271428571,0.085714286,0.328571429,312,Yes,D
no,CAN,1.274509804,0.352941176,0.509803922,261,Yes,D
yes,CAN,1.275362319,0.565217391,0.594202899,280,Yes,W
no,EURO,1.28125,0.21875,0.53125,262,Yes,D
yes,CAN,1.28125,0.25,0.734375,267,Yes,D
yes,USA,1.283018868,0.773584906,0.698113208,268,Yes,W
